id,X4,X11,X18,X50,X26,X3112
195066138,0.42806967999999995,20.359725533884937,0.43266480120490125,1.0593051689646433,1.0261192135327948,827.9315872235326
195524180,0.5517632966666667,5.194879729395433,20.673838682134825,2.114722424019532,1.4278300452554074,104.98563050848541
172220512,0.5415775766666667,14.726949979945038,2.7679783798917117,1.589203820317679,13.585817016070711,2088.571647768715
195824490,0.47930350000000005,13.283227630184333,0.7322509467698849,1.8899474754083636,6.201791953926905,600.236667423416
191793047,0.4354368233333334,15.486965129847155,1.2760868277822066,1.421641174210721,4.023751352485252,1776.5267624010482
117837690,0.38503669999999995,17.56622298232107,0.48875511372782593,1.1102894022466205,1.575300237524779,539.3814563239517
174274409,0.48900776333333335,13.473155572052065,0.582212261415854,1.5886155586773487,1.7355916521313628,488.96255159500487
196250593,0.6438918733333333,11.6907994903631,6.551401790006374,1.557593387337066,18.993398576123525,1748.5409934588013
195252559,0.6334079,8.579528920328665,1.7706430429278237,2.355376610459963,11.753870224561636,141.47599294313008
194013585,0.6092498166666667,6.2264075247033555,1.6789915380022442,1.7816573524913373,5.22595790136291,201.56236335007551
155583371,0.6192913433333334,12.272800973147177,4.875394387788834,1.9270019546414379,72.63433415561774,2525.78605502041
194653562,0.40052462333333333,39.8144875927028,0.807649795923964,0.8779838715285928,5.985592568429123,1003.563985850116
194689725,0.44391916666666664,19.174884413441088,0.26978306846301287,1.18577346039474,0.8744076286826515,244.68779293890972
195786981,0.5374496933333334,10.960752181992646,0.7812170280624824,1.430909688186803,0.8050130652048103,481.07844421011345
193923267,0.4393140066666667,19.309292659975394,0.8412558171219002,1.1474333875694542,1.2469699225552922,873.9509098167078
192005390,0.5800899,11.67964616637907,4.664581789998145,1.805708062252057,22.30864785989557,1646.4630563192761
153982947,0.5758873933333334,11.306032687083352,6.286625506793238,1.893089199512703,45.25811554126589,3921.0388398657874
41747155,0.5242756666666667,13.509047670853908,0.3548263642222426,2.0707493959501497,2.7024064763701205,405.3104639777718
147931015,0.6282101866666666,11.208875127229312,1.1350358269770273,1.5031925941254738,1.3397684278155388,186.34119832025485
183327013,0.5716484166666667,10.917507007338939,0.7178254867485708,2.2050051113479623,8.48310966826271,232.55625017046566
144297566,0.5261683366666667,12.394277797561358,4.558461860782494,1.4964108643052052,51.816965593713725,2908.629378303924
194916091,0.42226487999999995,27.31860284005158,0.23279366227950038,1.1130150955952134,1.0692534316424511,1052.9918097940765
195286177,0.5127044966666667,16.017116599835656,3.3148121882678736,1.3771839832365214,7.418740027571315,4818.741170474922
192914011,0.57216162,13.219846904698239,14.134472829272482,1.6385382928155845,25.648987919708222,3639.8574864053376
